Frame,Time,mal_lat_left_X,mal_lat_left_Y,mal_lat_left_Z,calc_back_left_X,calc_back_left_Y,calc_back_left_Z,toe_left_X,toe_left_Y,toe_left_Z,mal_lat_right_X,mal_lat_right_Y,mal_lat_right_Z,calc_back_right_X,calc_back_right_Y,calc_back_right_Z,toe_right_X,toe_right_Y,toe_right_Z,C7_X,C7_Y,C7_Z
23,0.11,759.659973144531,478.961822509766,98.218376159668,702.724548339844,443.350616455078,58.8752212524414,959.039001464844,443.428619384766,40.419605255127,754.528381347656,211.869049072266,95.3487396240234,703.559387207031,252.867858886719,59.2737312316895,955.708129882812,246.283493041992,42.0758056640625,806.312805175781,354.705383300781,1385.67517089844
24,0.115,759.661499023438,478.947906494141,98.2109985351562,702.719787597656,443.318267822266,58.8810119628906,959.026184082031,443.424163818359,40.4201774597168,754.534973144531,211.874145507812,95.3534317016602,703.55078125,252.871658325195,59.2867965698242,955.706970214844,246.28791809082,42.078987121582,806.308532714844,354.652221679688,1385.66137695312
25,0.12,759.663696289062,478.939239501953,98.2282104492188,702.724365234375,443.314147949219,58.865535736084,959.026916503906,443.429809570312,40.4385643005371,754.523376464844,211.892974853516,95.3425750732422,703.553894042969,252.885040283203,59.2697296142578,955.701416015625,246.290832519531,42.0774459838867,806.292053222656,354.641387939453,1385.6708984375
26,0.125,759.653442382812,478.937225341797,98.2174911499023,702.705444335938,443.305511474609,58.8784599304199,959.027648925781,443.430755615234,40.4348945617676,754.528076171875,211.893447875977,95.3575973510742,703.555725097656,252.894607543945,59.2896614074707,955.711120605469,246.286163330078,42.0689964294434,806.274353027344,354.583801269531,1385.63952636719
27,0.13,759.659118652344,478.917175292969,98.218017578125,702.715148925781,443.296295166016,58.850658416748,959.021484375,443.425903320312,40.4426536560059,754.541564941406,211.891967773438,95.3473739624023,703.551025390625,252.896682739258,59.2918319702148,955.711608886719,246.288223266602,42.07666015625,806.264404296875,354.5556640625,1385.640625
28,0.135,759.652099609375,478.912658691406,98.2146453857422,702.698852539062,443.301208496094,58.8634376525879,959.022644042969,443.428619384766,40.4532165527344,754.53662109375,211.885314941406,95.3547668457031,703.559448242188,252.893142700195,59.2798385620117,955.714233398438,246.283386230469,42.059383392334,806.249816894531,354.518127441406,1385.61499023438
29,0.14,759.641296386719,478.907592773438,98.2146072387695,702.697143554688,443.287353515625,58.8381652832031,959.011962890625,443.419738769531,40.4465293884277,754.549011230469,211.89045715332,95.3355712890625,703.555358886719,252.887252807617,59.2857131958008,955.713745117188,246.288116455078,42.0798950195312,806.232543945312,354.483612060547,1385.59875488281
30,0.145,759.655700683594,478.903381347656,98.201545715332,702.69384765625,443.284545898438,58.8509407043457,959.0078125,443.423248291016,40.4563255310059,754.530944824219,211.885589599609,95.3474884033203,703.547546386719,252.890472412109,59.2868194580078,955.7158203125,246.287872314453,42.0769309997559,806.206787109375,354.451416015625,1385.57727050781
31,0.15,759.646179199219,478.889739990234,98.2000350952148,702.689575195312,443.288909912109,58.8303146362305,959.012390136719,443.412567138672,40.4537620544434,754.531799316406,211.8740234375,95.3376159667969,703.554382324219,252.883972167969,59.2659301757812,955.709045410156,246.27995300293,42.0795974731445,806.194396972656,354.412445068359,1385.56555175781
32,0.155,759.652465820312,478.875793457031,98.1974639892578,702.688720703125,443.271057128906,58.8337020874023,959.015014648438,443.424163818359,40.4650802612305,754.534240722656,211.87483215332,95.3321075439453,703.538330078125,252.880645751953,59.2903594970703,955.7060546875,246.279266357422,42.0789260864258,806.197692871094,354.363128662109,1385.5546875
33,0.16,759.648071289062,478.872955322266,98.1889343261719,702.681640625,443.290557861328,58.8396759033203,959.004577636719,443.408843994141,40.4621734619141,754.511047363281,211.78401184082,95.3703155517578,703.541625976562,252.849838256836,59.2720146179199,955.708190917969,246.273971557617,42.0880012512207,806.194274902344,354.308990478516,1385.51794433594
